duration_sum,duration_count,type_day,hs_day,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,mean_hs_dayType
54 days 08:48:36.999999953,3527,LPH,1304.81,17.8,14.0,19.8,6.1,,,,,,,0.36994896512616954
99 days 05:23:02.999999891,5807,LNPH,2381.383888888889,13.8,8.8,20.6,0.0,,,,,,,0.4100884947285843
55 days 14:51:12.999999943,3526,LPH,1334.8533333333332,13.8,8.8,20.6,0.0,,,,,,,0.3785743996974853
97 days 18:31:33.999999889,5714,LNPH,2346.525833333333,15.9,12.4,19.5,,,,,,,,0.41066255396103135
50 days 22:29:28.999999936,3321,LPH,1222.4911111111112,15.9,12.4,19.5,,,,,,,,0.3681093378835023
182 days 13:33:57.999999816,7704,WEND,4381.565833333333,20.0,13.8,,0.5,,,,,,,0.5687390749394253
168 days 16:05:11.999999732,6354,WEND,4048.086388888889,22.1,15.5,,0.0,,,,,,,0.6370926013359913
95 days 09:43:35.999999868,5635,LNPH,2289.726388888889,23.1,19.6,27.5,,,,,,,,0.4063400867593414
56 days 23:38:39.999999936,3489,LPH,1367.6441666666667,23.1,19.6,27.5,,,,,,,,0.3919874367058374
96 days 02:39:31.999999906,5392,LNPH,2306.658611111111,22.6,17.0,26.9,,,,,,,,0.42779276912298053
63 days 07:47:37.999999929,3658,LPH,1519.7936111111112,22.6,17.0,26.9,,,,,,,,0.41547118947816053
117 days 23:38:03.999999868,7037,LNPH,2831.6341666666667,19.0,13.4,26.9,,,,,,,,0.40239223627492776
68 days 08:30:53.999999945,4263,LPH,1640.5147222222222,19.0,13.4,26.9,,,,,,,,0.3848263481637866
124 days 20:15:41.999999896,7304,LNPH,2996.261388888889,21.7,16.5,,,,,,,,,0.4102219864305708
73 days 22:33:00.999999931,4575,LPH,1774.55,21.7,16.5,,,,,,,,,0.387879781420765
122 days 12:55:34.999999920,7039,LNPH,2940.926111111111,27.0,19.4,,,,,,,,,0.41780453347224195
68 days 09:20:28.999999928,4256,LPH,1641.341111111111,27.0,19.4,,,,,,,,,0.3856534565580618
43 days 09:27:37.999999933,2202,WEND,1041.4602777777777,22.9,,32.8,41.9,,,,,,,0.47296107074376825
132 days 01:29:27.999999804,5775,WEND,3169.4908333333333,22.3,17.4,,82.0,,,,,,,0.5488295815295815
92 days 11:01:19.999999922,5631,LNPH,2219.0219444444447,24.4,21.7,,0.0,,,,,,,0.3940724461808639
34 days 13:25:55.999999958,2337,LPH,829.4319444444444,24.4,21.7,,0.0,,,,,,,0.3549131127276185
101 days 11:59:16.999999874,6082,LNPH,2435.987777777778,23.3,21.1,28.4,34.0,,,,,,,0.40052413314333735
63 days 06:24:14.999999931,3986,LPH,1518.4038888888888,23.3,21.1,28.4,34.0,,,,,,,0.3809342420694653
109 days 08:22:51.999999828,6281,LNPH,2624.380833333333,21.4,16.2,26.7,0.0,,,,,,,0.41782850395372284
70 days 20:21:30.999999919,4021,LPH,1700.3583333333333,21.4,16.2,26.7,0.0,,,,,,,0.4228695183619332
112 days 09:32:02.999999862,6560,LNPH,2697.5338888888887,23.9,18.0,,,,,,,,,0.4112094342818428
68 days 18:20:05.999999938,4141,LPH,1650.3347222222221,23.9,18.0,,,,,,,,,0.39853531084815796
114 days 11:37:04.999999920,6750,LNPH,2747.617777777778,16.2,11.4,30.7,9.9,,,,,,,0.40705448559670787
65 days 00:46:35.999999951,4065,LPH,1560.776388888889,16.2,11.4,30.7,9.9,,,,,,,0.3839548312149788
135 days 09:14:20.999999836,6276,WEND,3249.238888888889,,,,,,,,,,,0.5177244883506834
186 days 19:54:12.999999732,7046,WEND,4483.903333333334,,,,,,,,,,,0.6363757214495223
190 days 00:56:43.999999724,7232,WEND,4560.945277777778,,,,,,,,,,,0.630661681108653
106 days 08:29:20.999999900,6120,LNPH,2552.488888888889,,,,,,,,,,,0.4170733478576616
61 days 19:20:09.999999953,3778,LPH,1483.3358333333333,,,,,,,,,,,0.3926246250220575
111 days 11:45:18.999999940,6403,LNPH,2675.755,,,,,,,,,,,0.41789083242230207
68 days 00:00:51.999999971,3959,LPH,1632.0141666666666,,,,,,,,,,,0.4122288877662709
68 days 11:37:33.999999984,4473,LNPH,1643.6258333333333,,,,,,,,,,,0.3674549146732245
42 days 00:42:54,3208,LPH,1008.715,,,,,,,,,,,0.3144373441396509
58 days 00:44:21,4641,LNPH,1392.7391666666667,17.1,12.7,31.2,3.0,,,,,,,0.3000946275946276
36 days 06:39:05,2963,LPH,870.6513888888888,17.1,12.7,31.2,3.0,,,,,,,0.2938411707353658
71 days 08:41:31,5620,WEND,1712.6919444444445,18.8,13.0,,0.0,,,,,,,0.30474945630684064
56 days 11:59:59,4343,WEND,1355.9997222222223,19.3,11.5,,,,,,,,,0.3122265075344744
57 days 19:10:52,4485,LNPH,1387.181111111111,22.9,18.9,,,,,,,,,0.30929344729344727
39 days 06:47:17,3125,LPH,942.7880555555555,22.9,18.9,,,,,,,,,0.30169217777777774
59 days 06:53:48,4682,LNPH,1422.8966666666668,22.3,20.9,27.0,,,,,,,,0.30390787412786563
37 days 16:58:09,2993,LPH,904.9691666666666,22.3,20.9,27.0,,,,,,,,0.30236189998886287
54 days 01:45:25,4307,LNPH,1297.7569444444443,21.7,19.2,23.6,0.0,,,,,,,0.3013134303330495
35 days 22:55:13,2887,LPH,862.9202777777778,21.7,19.2,23.6,0.0,,,,,,,0.29889860678135705
43 days 03:33:40,3324,LNPH,1035.5611111111111,20.2,17.6,24.0,0.0,,,,,,,0.3115406471453403
24 days 10:55:06,1942,LPH,586.9183333333333,20.2,17.6,24.0,0.0,,,,,,,0.3022236525918297
13 days 10:34:16,914,LNPH,322.5711111111111,21.6,18.1,,0.0,,,,,,,0.352922441040603
3 days 22:52:23,284,LPH,94.87305555555555,21.6,18.1,,0.0,,,,,,,0.3340600547730829
10 days 11:58:55,771,WEND,251.98194444444445,18.0,13.5,26.0,13.0,,,,,,,0.3268248306672431
31 days 09:34:07,2243,WEND,753.5686111111111,15.2,9.2,20.5,0.0,,,,,,,0.3359646059345123
49 days 21:17:27,3909,LNPH,1197.2908333333332,20.1,13.5,,,,,,,,,0.30629082459282
34 days 22:14:10,2763,LPH,838.2361111111111,20.1,13.5,,,,,,,,,0.3033789761531347
52 days 17:31:31,4174,LNPH,1265.5252777777778,20.4,14.2,28.3,,,,,,,,0.3031924479582601
36 days 10:05:20,2827,LPH,874.0888888888888,20.4,14.2,28.3,,,,,,,,0.30919309829815667
58 days 07:54:12,4785,LNPH,1399.9033333333334,19.3,13.9,,,,,,,,,0.29256078021595266
40 days 23:50:36,3246,LPH,983.8433333333334,19.3,13.9,,,,,,,,,0.3030940644896283
58 days 09:46:51,4745,LNPH,1401.7808333333332,17.9,13.7,25.0,,,,,,,,0.2954227256761503
41 days 21:50:18,3269,LPH,1005.8383333333334,17.9,13.7,25.0,,,,,,,,0.3076899153665749
56 days 04:12:01,4536,LNPH,1348.2002777777777,17.1,10.5,,,,,,,,,0.2972222834607094
37 days 00:54:45,2911,LPH,888.9125,17.1,10.5,,,,,,,,,0.30536327722432155
58 days 17:56:29,4664,WEND,1409.941388888889,21.1,16.0,,,,,,,,,0.3023030422145988
40 days 07:09:35,3241,WEND,967.1597222222222,23.6,19.6,,,,,,,,,0.2984139840241352
50 days 12:09:42,4088,LNPH,1212.1616666666666,22.7,15.6,,6.1,,,,,,,0.29651704174820614
35 days 18:51:48,2817,LPH,858.8633333333333,22.7,15.6,,6.1,,,,,,,0.3048858123299018
33 days 16:09:34,2783,LNPH,808.1594444444445,23.6,21.0,30.0,3.0,,,,,,,0.29039146404759053
22 days 21:56:47,1906,LPH,549.9463888888889,23.6,21.0,30.0,3.0,,,,,,,0.288534306867203
55 days 14:15:01,4448,LNPH,1334.2502777777777,24.4,19.6,,11.9,,,,,,,0.29996633942845724
36 days 18:42:03,2894,LPH,882.7008333333333,24.4,19.6,,11.9,,,,,,,0.3050106542271366
18 days 22:00:33,1579,LNPH,454.00916666666666,19.9,,30.5,0.8,,,,,,,0.2875295545704032
8 days 12:28:54,717,LPH,204.48166666666665,19.9,,30.5,0.8,,,,,,,0.2851906090190609
50 days 20:53:14,4046,LNPH,1220.8872222222221,20.4,15.2,,101.1,,,,,,,0.30175166144889326
32 days 11:59:09,2621,LPH,779.9858333333333,20.4,15.2,,101.1,,,,,,,0.2975909322141676
60 days 18:59:41,4810,WEND,1458.9947222222222,21.4,14.3,,0.0,,,,,,,0.30332530607530606
54 days 04:50:27,4182,WEND,1300.8408333333334,25.2,19.4,,,,,,,,,0.31105710983580426
40 days 04:31:15,3340,LNPH,964.5208333333334,23.3,19.0,31.6,80.0,,,,,,,0.28877869261477046
20 days 17:50:02,1698,LPH,497.8338888888889,23.3,19.0,31.6,80.0,,,,,,,0.29318839157178384
45 days 09:27:57,3642,LNPH,1089.4658333333334,19.2,15.0,24.3,0.0,,,,,,,0.29913943803770826
34 days 08:54:53,2718,LPH,824.9147222222222,19.2,15.0,24.3,0.0,,,,,,,0.30350063363584334
49 days 01:37:12,3961,LNPH,1177.62,21.7,18.0,,0.5,,,,,,,0.2973037111840444
36 days 03:21:36,2896,LPH,867.36,21.7,18.0,,0.5,,,,,,,0.2995027624309392
35 days 14:58:01,2875,LNPH,854.9669444444445,24.5,21.0,,0.0,,,,,,,0.297379806763285
28 days 06:26:36,2279,LPH,678.4433333333334,24.5,21.0,,0.0,,,,,,,0.2976934327921603
44 days 02:04:51,3413,LNPH,1058.0808333333334,23.3,19.6,27.6,55.9,,,,,,,0.3100148940326204
26 days 21:06:28,2050,LPH,645.1077777777778,23.3,19.6,27.6,55.9,,,,,,,0.31468672086720867
43 days 14:01:59,3458,WEND,1046.0330555555556,23.3,17.8,,0.0,,,,,,,0.302496545851809
35 days 08:28:45,2789,WEND,848.4791666666666,24.9,19.8,,,,,,,,,0.30422343731325446
26 days 17:25:29,2155,WEND,641.4247222222223,26.9,22.0,,,,,,,,,0.2976448827017273
16 days 03:06:13,1176,WEND,387.1036111111111,26.7,22.5,30.8,,,,,,,,0.3291697373393802
31 days 17:14:54,2503,LNPH,761.2483333333333,27.9,24.0,,,,,,,,,0.30413437208682914
21 days 07:57:37,1684,LPH,511.9602777777778,27.9,24.0,,,,,,,,,0.3040144167326471
35 days 14:37:27,2760,LNPH,854.6241666666667,27.7,24.0,31.7,,,,,,,,0.30964643719806767
21 days 18:57:48,1711,LPH,522.9633333333334,27.7,24.0,31.7,,,,,,,,0.30564776933567117
34 days 21:45:53,2709,LNPH,837.7647222222222,26.8,23.3,31.6,,,,,,,,0.3092523891554899
20 days 18:42:45,1632,LPH,498.7125,26.8,23.3,31.6,,,,,,,,0.3055836397058823
32 days 14:09:37,2598,WEND,782.1602777777778,26.1,20.5,30.7,23.9,,,,,,,0.30106246257805147
20 days 07:43:06,1551,WEND,487.71833333333336,24.2,18.9,30.2,31.0,,,,,,,0.3144541156243284
